City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,mokhsogollokh,61.4681,128.9203,-43.17,100,97,1.37,RU,1675716316
364,esperance,-33.8667,121.9,19.35,91,0,6.0,AU,1675716316
365,kemin,42.7846,75.6892,-1.98,64,100,1.53,KG,1675716316
366,waipawa,-41.4122,175.5153,19.04,66,2,1.89,NZ,1675716317
367,miranda de ebro,42.6865,-2.947,2.86,92,7,1.44,ES,1675716317
368,puerto madryn,-42.7692,-65.0385,24.41,41,97,11.39,AR,1675716317
369,ukiah,39.1502,-123.2078,13.58,69,0,0.89,US,1675716318
370,jaguey grande,22.5269,-81.1286,27.45,54,89,2.42,CU,1675716318
371,roald,62.5833,6.1333,9.08,71,75,7.72,NO,1675716319
372,buenos aires,-34.6132,-58.3772,33.94,38,0,3.09,AR,1675716297
373,vila velha,-20.3297,-40.2925,27.97,80,40,4.12,BR,1675716319
374,nizwa,22.9333,57.5333,21.72,42,98,1.72,OM,1675716319
375,havoysund,70.9963,24.6622,4.13,97,100,14.13,NO,1675716320
376,yeppoon,-23.1333,150.7333,22.88,83,93,8.08,AU,1675716109
377,tual,-5.6667,132.75,27.36,77,100,6.49,ID,1675716320
378,hollins,37.3413,-79.9431,14.21,24,0,6.17,US,1675716320
379,caraballeda,10.6112,-66.8522,31.04,70,20,2.57,VE,1675716321
380,hobyo,5.3505,48.5268,24.7,80,70,7.94,SO,1675716031
381,soissons,49.3333,3.3333,3.01,90,3,4.49,FR,1675716321
382,ishigaki,24.3448,124.1572,20.07,94,100,1.54,JP,1675716301
383,pilar,-9.5972,-35.9567,25.96,75,100,3.58,BR,1675716322
384,te anau,-45.4167,167.7167,13.76,87,98,3.5,NZ,1675716322
385,buribay,51.9617,58.1592,-19.94,100,94,1.54,RU,1675716322
386,port hardy,50.6996,-127.4199,7.1,100,100,5.66,CA,1675716155
387,cozumel,20.5083,-86.9458,27.04,69,75,3.09,MX,1675716270
388,tocopilla,-22.092,-70.1979,23.75,74,50,3.38,CL,1675716323
389,naze,28.3667,129.4833,18.51,86,11,5.41,JP,1675716324
390,bilibino,68.0546,166.4372,-37.73,100,98,0.42,RU,1675716324
391,nara,34.6851,135.8049,6.39,52,100,0.52,JP,1675716324
392,majene,-3.5403,118.9707,25.0,77,99,2.5,ID,1675716325
393,marystown,47.1666,-55.1483,1.32,99,100,0.99,CA,1675716197
394,taltal,-25.4,-70.4833,22.48,71,8,2.47,CL,1675716325
395,pisco,-13.7,-76.2167,28.03,69,0,8.75,PE,1675716288
396,nouakchott,18.0858,-15.9785,18.96,56,37,9.03,MR,1675716186
397,asau,46.4333,26.4,-4.49,94,70,2.16,RO,1675716326
398,monte alegre,-2.0078,-54.0692,26.71,81,80,1.44,BR,1675715992
399,klaksvik,62.2266,-6.589,6.51,70,100,13.52,FO,1675716169
400,kuryk,43.2,51.65,6.1,66,100,5.77,KZ,1675716085
401,buin,-33.7333,-70.75,34.68,24,0,6.01,CL,1675716326
402,hofn,64.2539,-15.2082,2.74,71,40,14.52,IS,1675716327
403,manzil kamil,35.6248,10.6673,11.69,66,40,4.12,TN,1675716327
404,mildura,-34.2,142.15,18.47,53,0,5.04,AU,1675716327
405,agirish,61.9247,63.0231,-25.51,100,95,1.59,RU,1675716328
406,omsukchan,62.5333,155.8,-38.9,100,93,1.97,RU,1675716328
407,nohar,29.1833,74.7667,15.5,42,0,4.29,IN,1675716328
408,puerto penasco,31.3167,-113.5333,18.28,36,0,4.92,MX,1675716329
409,constitucion,-35.3333,-72.4167,20.82,64,23,6.67,CL,1675716329
410,san vicente,-26.6167,-54.1333,30.89,27,62,1.12,AR,1675716202
411,key west,24.5557,-81.7826,27.0,72,40,6.17,US,1675716329
412,karimpur,23.9667,88.6167,16.46,41,0,1.69,IN,1675716330
413,nabire,-3.3667,135.4833,23.85,89,100,1.39,ID,1675716330
414,changde,29.0464,111.6783,7.87,79,100,0.35,CN,1675716330
415,bonavista,48.6499,-53.1147,-3.52,94,100,6.54,CA,1675716331
416,huntsville,34.7304,-86.5861,19.03,32,0,0.89,US,1675716146
417,tighnabruaich,55.9016,-5.2398,8.0,90,100,4.27,GB,1675716332
418,cabedelo,-6.9811,-34.8339,27.37,71,78,6.05,BR,1675716332
419,sawakin,19.1059,37.3321,23.84,79,85,6.24,SD,1675716332
420,patancheru,17.5314,78.265,20.48,51,23,2.71,IN,1675716332
421,kjollefjord,70.9457,27.3465,4.03,81,75,15.43,NO,1675716333
422,nanortalik,60.1432,-45.2371,-11.23,84,100,6.72,GL,1675716333
423,zabid,14.1951,43.3152,24.62,62,99,4.19,YE,1675716333
424,flin flon,54.7682,-101.865,-8.09,62,100,7.2,CA,1675716334
425,yaan,7.3833,8.5667,30.56,14,81,1.16,NG,1675716334
426,cody,44.5263,-109.0565,5.78,40,100,3.13,US,1675716335
427,usinsk,65.9939,57.5281,-20.22,100,100,3.94,RU,1675716335
428,khash,28.2211,61.2158,10.78,38,3,0.8,IR,1675716335
429,medea,36.2642,2.7539,4.72,89,58,1.62,DZ,1675716336
430,kahului,20.8947,-156.47,26.09,76,40,6.69,US,1675716336
431,beira,-19.8436,34.8389,26.05,88,20,3.13,MZ,1675716336
432,southbridge,42.0751,-72.0334,7.09,69,100,1.34,US,1675716337
433,mascote,-15.5631,-39.3025,26.69,74,2,2.82,BR,1675716337
434,gboko,7.3179,8.9951,30.55,13,87,1.31,NG,1675716337
435,metro,-5.1131,105.3067,23.99,86,100,1.01,ID,1675716338
436,margate,51.3813,1.3862,4.94,91,5,0.89,GB,1675716173
437,roebourne,-20.7833,117.1333,29.59,65,3,1.51,AU,1675716338
438,novooleksiyivka,46.2269,34.6428,-3.34,72,69,8.51,UA,1675716338
439,florianopolis,-27.6146,-48.5012,25.57,74,20,5.14,BR,1675715742
440,saldanha,-33.0117,17.9442,18.03,97,69,7.53,ZA,1675716339
441,anadyr,64.75,177.4833,-26.67,75,75,5.0,RU,1675716339
442,skjervoy,70.0311,20.9714,11.0,88,100,7.43,NO,1675716339
443,renukut,24.2,83.0333,14.75,40,0,2.25,IN,1675716149
444,chumikan,54.7183,135.315,-23.22,86,100,2.09,RU,1675716340
445,ulladulla,-35.35,150.4667,19.39,89,98,2.78,AU,1675716340
446,sevierville,35.8681,-83.5618,16.13,32,0,0.0,US,1675716132
447,vardo,70.3705,31.1107,-0.01,93,75,12.86,NO,1675716341
448,afogados da ingazeira,-7.7508,-37.6392,25.88,62,100,5.35,BR,1675716341
449,alugan,12.2188,125.4808,25.46,84,95,4.46,PH,1675716341
450,yangjiang,21.85,111.9667,18.16,95,83,1.4,CN,1675716342
451,panguipulli,-39.6333,-72.3333,28.66,22,0,3.12,CL,1675716342
452,boksitogorsk,59.474,33.8485,-11.74,99,82,1.53,RU,1675716342
453,huilong,31.8111,121.655,7.18,92,100,4.31,CN,1675716343
454,ayan,56.45,138.1667,-27.43,80,27,4.1,RU,1675716343
455,ulaangom,49.9811,92.0667,-23.63,96,100,1.1,MN,1675716343
456,shimoda,34.6667,138.95,6.72,56,100,2.56,JP,1675716344
457,maragogi,-9.0122,-35.2225,26.01,74,100,4.09,BR,1675716212
458,kyren,51.6828,102.1408,-17.57,86,12,0.74,RU,1675716344
459,paranga,56.7039,49.4047,-22.37,100,100,1.59,RU,1675716344
460,arinos,-15.9169,-46.1056,27.72,66,70,1.92,BR,1675716345
461,olinda,-8.0089,-34.8553,26.85,78,75,2.06,BR,1675715991
462,maceio,-9.6658,-35.7353,26.69,83,75,2.57,BR,1675716006
463,bethel,41.3712,-73.414,8.86,62,75,6.69,US,1675716214
464,raudeberg,61.9875,5.1352,6.59,70,100,10.38,NO,1675716345
465,acajutla,13.5928,-89.8275,30.12,47,0,4.32,SV,1675716200
466,sabang,5.8933,95.3214,26.55,77,86,3.0,ID,1675716346
467,verkhnevilyuysk,63.4453,120.3167,-38.87,99,99,0.37,RU,1675716347
468,karpathos,35.507,27.2132,8.98,61,45,7.2,GR,1675716347
469,sangar,63.9242,127.4739,-47.35,100,78,0.43,RU,1675716347
470,waingapu,-9.6567,120.2641,25.06,88,91,3.31,ID,1675716348
471,qianguo,45.1171,124.8568,-16.62,93,5,1.74,CN,1675716348
472,denpasar,-8.65,115.2167,25.81,94,75,7.72,ID,1675716063
473,betanzos,43.2804,-8.2147,10.05,66,0,3.09,ES,1675716348
474,tuatapere,-46.1333,167.6833,15.39,79,91,2.48,NZ,1675716349
475,zhob,31.3411,69.4481,7.25,39,0,2.61,PK,1675716349
476,irbit,57.6705,63.071,-11.06,96,100,2.04,RU,1675716349
477,stonewall,50.1344,-97.3268,-0.16,95,100,4.84,CA,1675716198
478,caceres,39.522,-6.3748,5.75,64,0,4.25,ES,1675716350
479,fushun,41.8558,123.9233,-10.16,59,100,0.93,CN,1675716350
480,san quintin,30.4833,-115.95,16.24,55,15,7.52,MX,1675716350
481,shelton,41.3165,-73.0932,9.45,57,0,8.75,US,1675716348
482,mackenzie,55.2999,-123.1698,2.12,80,100,5.66,CA,1675716152
483,victor harbor,-35.5667,138.6167,14.27,83,1,3.92,AU,1675716351
484,bemidji,47.4736,-94.8803,3.83,76,100,4.12,US,1675716351
485,lodwar,3.1191,35.5973,28.53,29,10,3.98,KE,1675716351
486,alta floresta,-9.8756,-56.0861,30.9,58,20,2.06,BR,1675716352
487,yangambi,0.8102,24.4336,23.12,57,66,1.17,CD,1675716352
488,listvyanskiy,54.4399,83.4984,-7.83,95,100,3.75,RU,1675716352
489,renfrew,55.872,-4.3925,8.09,84,75,7.72,GB,1675716353
490,sorkjosen,69.8,20.9333,11.0,54,100,4.12,NO,1675716353
491,shalinskoye,55.7228,93.7594,-19.39,99,61,1.87,RU,1675716353
492,clyde river,70.4692,-68.5914,-33.87,68,20,2.06,CA,1675716221
493,arlit,18.7369,7.3853,23.12,13,100,4.6,NE,1675716354
494,krupanj,44.3656,19.3619,-5.68,73,79,0.98,RS,1675716354
495,nhamunda,-2.1861,-56.7131,27.8,77,91,1.09,BR,1675716354
496,mont-de-marsan,44.0,-0.6667,5.99,88,0,1.34,FR,1675716355
497,kilemary,56.7783,46.8659,-22.5,100,100,1.5,RU,1675716355
498,savannah bight,16.45,-85.85,26.24,68,1,6.15,HN,1675716355
499,mecca,21.4267,39.8261,21.51,70,84,3.3,SA,1675716300
500,timmins,48.4669,-81.3331,-7.1,58,20,5.66,CA,1675716356
501,dhone,15.4167,77.8833,22.41,59,48,2.8,IN,1675716356
502,sur,22.5667,59.5289,21.56,64,82,2.36,OM,1675716356
503,karabash,55.4808,60.2157,-11.14,98,100,1.15,RU,1675716357
504,vila franca do campo,37.7167,-25.4333,14.23,97,100,1.9,PT,1675716357
505,sale,34.0389,-6.8166,10.42,93,0,0.0,MA,1675716358
506,vestmannaeyjar,63.4427,-20.2734,2.34,53,100,15.54,IS,1675716358
507,tabory,58.5198,64.5495,-11.69,96,100,2.32,RU,1675716358
508,burnie,-41.0667,145.9167,12.75,79,7,3.63,AU,1675716359
509,rincon,32.296,-81.2354,20.98,34,20,5.14,US,1675716359
510,rongcheng,30.634,117.8517,8.73,96,100,1.3,CN,1675716359
511,maha sarakham,16.3333,103.6667,28.28,59,71,2.03,TH,1675716360
512,mayumba,-3.432,10.6554,25.74,82,79,0.9,GA,1675716360
513,turbat,26.0023,63.044,20.17,18,18,1.92,PK,1675716361
514,manaure,11.7751,-72.4445,30.39,49,3,9.47,CO,1675716361
515,mabaruma,8.2,-59.7833,25.5,80,32,2.54,GY,1675716361
516,rocha,-34.4833,-54.3333,26.47,55,5,4.7,UY,1675716114
517,elk city,35.412,-99.4043,18.12,42,0,4.48,US,1675716072
518,mezen,65.8522,44.24,-16.48,98,86,2.88,RU,1675716362
519,dzilam gonzalez,21.2833,-88.9333,26.98,57,72,3.42,MX,1675716362
520,bijar,35.8668,47.6051,-3.55,97,99,2.54,IR,1675716363
521,sao jose dos pinhais,-25.5347,-49.2064,28.19,54,75,5.81,BR,1675716364
522,villa bruzual,9.3328,-69.1208,34.74,26,53,2.49,VE,1675716364
523,channel-port aux basques,47.5702,-59.1367,-1.25,87,100,4.3,CA,1675716364
524,nahrin,36.0649,69.1334,3.56,59,14,2.74,AF,1675716365
525,xiongzhou,25.1167,114.3,14.6,93,100,1.71,CN,1675716365
526,ereymentau,51.6199,73.1033,-11.01,97,100,1.29,KZ,1675716366
527,grindavik,63.8424,-22.4338,-1.03,80,75,14.92,IS,1675716204
528,korla,41.7597,86.1469,-0.05,58,100,1.73,CN,1675716367
529,goderich,43.7501,-81.7165,-1.82,74,48,2.06,CA,1675716368
530,arcata,40.8665,-124.0828,12.33,80,0,4.12,US,1675716179
531,glasgow,55.8652,-4.2576,7.9,84,75,7.72,GB,1675716099
532,port hedland,-20.3167,118.5667,28.03,89,2,2.57,AU,1675716368
533,opuwo,-18.0607,13.84,20.98,41,98,3.6,NA,1675716369
534,santa maria,-29.6842,-53.8069,31.61,33,20,1.54,BR,1675716189
535,pacific grove,36.6177,-121.9166,14.75,66,0,4.02,US,1675716173
536,llangefni,53.2556,-4.3106,6.92,84,75,7.72,GB,1675716369
537,warrington,53.3925,-2.5802,5.02,82,0,1.03,GB,1675716339
538,biu,10.6129,12.1946,24.03,16,93,4.88,NG,1675716370
539,luau,-10.7073,22.2247,17.31,97,97,1.72,AO,1675716370
540,esso,55.9333,158.7,-15.57,98,100,0.93,RU,1675716371
541,sistranda,63.7256,8.834,5.98,73,99,6.79,NO,1675716371
542,formosa,-26.1775,-58.1781,37.99,22,40,2.57,AR,1675716371
543,comodoro rivadavia,-45.8667,-67.5,22.92,40,0,5.14,AR,1675716372
544,potenza picena,43.3684,13.6223,1.55,46,91,1.53,IT,1675716372
545,ambilobe,-13.2,49.05,22.39,97,100,0.83,MG,1675716372
546,sterling,39.0062,-77.4286,9.76,55,100,8.23,US,1675716317
547,axim,4.8699,-2.2405,26.43,87,98,4.46,GH,1675716373
548,punuare,14.7333,-85.9667,34.42,34,3,5.52,HN,1675716373
549,homburg,49.3167,7.3333,2.44,73,40,3.6,DE,1675716374
550,stara vyzhivka,51.4376,24.44,-3.65,72,100,3.63,UA,1675716374
551,jumla,29.2747,82.1838,1.66,86,13,1.47,NP,1675716374
552,simao,22.7886,100.9748,9.73,53,1,0.79,CN,1675716375
553,lincoln,40.8,-96.667,10.94,73,100,5.66,US,1675715907
554,gizo,-8.103,156.8419,27.25,81,100,5.71,SB,1675716258
555,fukue,32.6881,128.8419,12.32,91,100,7.98,JP,1675716376
556,depok,-6.4,106.8186,27.02,77,100,2.66,ID,1675716377
557,atar,20.5169,-13.0499,18.65,23,0,3.99,MR,1675716229
558,north platte,41.1239,-100.7654,5.62,75,20,9.26,US,1675716377
559,vostok,46.4856,135.8833,-20.36,98,100,2.15,RU,1675716377
560,yar-sale,66.8333,70.8333,-25.53,100,90,2.1,RU,1675716378
561,murray bridge,-35.1167,139.2667,14.08,76,0,1.57,AU,1675716378
562,holbeach,52.804,0.0144,3.34,87,75,2.24,GB,1675716378
563,hami,42.8,93.45,0.36,42,100,1.13,CN,1675716379
564,belle glade,26.6845,-80.6676,25.59,53,13,5.3,US,1675716379
565,abalak,58.1286,68.5944,-19.18,100,100,1.47,RU,1675716380
566,teguise,29.0605,-13.564,14.12,72,40,2.06,ES,1675716333
567,new philadelphia,40.4898,-81.4457,2.62,69,100,2.06,US,1675716380
568,joshimath,30.5667,79.5667,2.45,64,56,3.63,IN,1675716380
569,houston,29.7633,-95.3633,24.49,63,75,9.77,US,1675716301
570,namatanai,-3.6667,152.4333,25.99,84,98,1.62,PG,1675716381
571,aksha,50.2814,113.2867,-20.24,97,31,2.19,RU,1675716381
572,abha,18.2164,42.5053,13.14,77,0,2.06,SA,1675716277
